Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
376,SHANKAR PRASAD YADAV,BSP,1,Graduate,56,"Rs 2,30,000","Rs 40,500",BIHAR
,,,,,,~ 2 Lacs+,~ 40 Thou+,BIHAR
377,SHARAD YADAV,JD(U),1,Graduate Professional,55,"Rs 77,80,000","Rs 3,54,647",BIHAR
,,,,,,~ 77 Lacs+,~ 3 Lacs+,BIHAR
378,SHASHISHEKHAR PRASAD SINGH,IND,0,Not Given,54,"Rs 2,59,000",Rs 0,BIHAR
,,,,,,~ 2 Lacs+,~ ,BIHAR
379,SHATRUDHAN SHARMA,IND,0,Not Given,37,Nil,Rs 0,BIHAR
,,,,,,,~ ,BIHAR
380,SHATRUGHAN TIWARI,IND,0,10th Pass,34,"Rs 17,16,000","Rs 12,00,000",BIHAR
,,,,,,~ 17 Lacs+,~ 12 Lacs+,BIHAR
381,SHATRUGHNA PRASAD SINGH,CPI,0,Graduate,62,"Rs 3,56,800",Rs 0,BIHAR
,,,,,,~ 3 Lacs+,~ ,BIHAR
382,SHEEL KUMAR Rai,IND,1,Post Graduate,38,"Rs 9,17,000","Rs 1,33,000",BIHAR
,,,,,,~ 9 Lacs+,~ 1 Lacs+,BIHAR
383,SHEKHAR PRASAD JAISWAL,IND,0,Graduate,Unknown,"Rs 10,09,000","Rs 8,50,000",BIHAR
,,,,,,~ 10 Lacs+,~ 8 Lacs+,BIHAR
384,SHEO PUJAN SINGH,JP,0,10th Pass,65,"Rs 5,50,000","Rs 73,000",BIHAR
,,,,,,~ 5 Lacs+,~ 73 Thou+,BIHAR
385,SHIV KUMAR MUSHEHAR,AD,0,5th Pass,53,"Rs 10,000",Rs 0,BIHAR
,,,,,,~ 10 Thou+,~ ,BIHAR
386,SHIV KUMAR SINGH KUSHWAHA,BSP,0,10th Pass,44,"Rs 15,55,443",Rs 0,BIHAR
,,,,,,~ 15 Lacs+,~ ,BIHAR
387,SHIV NANDAN MANDAL,BSP,0,Graduate,70,"Rs 6,08,844","Rs 22,000",BIHAR
,,,,,,~ 6 Lacs+,~ 22 Thou+,BIHAR
388,SHIV NANDAN PRASAD SINGH,SP,0,Others,71,"Rs 23,21,904","Rs 1,55,832",BIHAR
,,,,,,~ 23 Lacs+,~ 1 Lacs+,BIHAR
389,SHIV SHANKAR PRASAD,SHS,0,Illiterate,59,"Rs 1,50,000",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
390,SHIV SHANKAR THAKUR,SP,0,Post Graduate,44,"Rs 27,32,736","Rs 80,000",BIHAR
,,,,,,~ 27 Lacs+,~ 80 Thou+,BIHAR
391,SHIVANAND TIWARY,RJD,0,10th Pass,60,"Rs 7,17,425","Rs 3,03,728",BIHAR
,,,,,,~ 7 Lacs+,~ 3 Lacs+,BIHAR
392,SHIVCHANDAR SINGH,IND,0,Others,69,"Rs 1,30,000",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
393,SHIVCHARAN RAM,IND,0,10th Pass,31,"Rs 1,35,000","Rs 17,000",BIHAR
,,,,,,~ 1 Lacs+,~ 17 Thou+,BIHAR
394,SHIVLAL RAJAK,IND,0,10th Pass,39,"Rs 1,63,000",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
395,SHIVNATH PRASAD GUPTA,IND,0,Graduate,37,"Rs 13,37,754","Rs 6,98,401",BIHAR
,,,,,,~ 13 Lacs+,~ 6 Lacs+,BIHAR
396,SHRI NIWAS SINGH,IND,0,Graduate,42,"Rs 5,60,000",Rs 0,BIHAR
,,,,,,~ 5 Lacs+,~ ,BIHAR
397,SHUSHILA DEVI,CPI(ML)(L),0,Others,35,"Rs 25,68,000",Rs 0,BIHAR
,,,,,,~ 25 Lacs+,~ ,BIHAR
398,SHYAM KALYAN PASWAN,IND,0,Post Graduate,39,"Rs 5,39,600",Rs 0,BIHAR
,,,,,,~ 5 Lacs+,~ ,BIHAR
399,SHYAM NARAYAN ROY,IND,0,Graduate,55,"Rs 56,000",Rs 0,BIHAR
,,,,,,~ 56 Thou+,~ ,BIHAR
400,SIPAHI PRASAD,IND,0,Graduate,37,"Rs 1,35,000",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
401,SITARAM RAI,IND,0,10th Pass,39,"Rs 70,000","Rs 32,000",BIHAR
,,,,,,~ 70 Thou+,~ 32 Thou+,BIHAR
402,SITARAM SINGH,IND,1,Graduate,40,"Rs 1,82,500",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
403,SITARAM SINGH,RJD,0,Graduate,55,"Rs 46,24,000",Rs 0,BIHAR
,,,,,,~ 46 Lacs+,~ ,BIHAR
404,SITARAM YADAV,RJD,2,Graduate Professional,56,"Rs 48,05,008","Rs 4,04,410",BIHAR
,,,,,,~ 48 Lacs+,~ 4 Lacs+,BIHAR
405,SOHAN RAM,JP,0,8th Pass,60,"Rs 3,69,000",Rs 0,BIHAR
,,,,,,~ 3 Lacs+,~ ,BIHAR
406,SONE LAL SAH,IND,0,5th Pass,56,"Rs 7,38,000",Rs 0,BIHAR
,,,,,,~ 7 Lacs+,~ ,BIHAR
407,SOVRAN RAJAK,IND,0,Not Given,56,"Rs 3,05,280","Rs 2,000",BIHAR
,,,,,,~ 3 Lacs+,~ 2 Thou+,BIHAR
408,SREE NARAYAN GOSWAMI,IJP,0,Literate,54,"Rs 17,10,000",Rs 900,BIHAR
,,,,,,~ 17 Lacs+,~ 9 Hund+,BIHAR
409,SUBODH RAY,CPM,0,Graduate,62,"Rs 4,76,439",Rs 0,BIHAR
,,,,,,~ 4 Lacs+,~ ,BIHAR
410,SUDARSHAN RAM,IND,0,12th Pass,41,Nil,Rs 0,BIHAR
,,,,,,,~ ,BIHAR
411,SUJAY KUMAR BHANU,IND,0,Graduate,39,"Rs 42,400",Rs 0,BIHAR
,,,,,,~ 42 Thou+,~ ,BIHAR
412,SUKDEO PASWAN,BJP,1,10th Pass,51,"Rs 59,34,736","Rs 5,71,481",BIHAR
,,,,,,~ 59 Lacs+,~ 5 Lacs+,BIHAR
413,SUNIL CHOUDHARY,IND,1,Graduate,32,"Rs 1,34,000","Rs 66,000",BIHAR
,,,,,,~ 1 Lacs+,~ 66 Thou+,BIHAR
414,SUNIL KUMAR CHOUDHARY,IND,0,10th Pass,37,"Rs 50,000",Rs 0,BIHAR
,,,,,,~ 50 Thou+,~ ,BIHAR
415,SUNIL KUMAR CHOUDHARY NISHAD,IND,0,Not Given,26,Nil,Rs 0,BIHAR
,,,,,,,~ ,BIHAR
416,SUNIL KUMAR SINGH,RLD,0,Graduate,46,"Rs 5,95,000","Rs 4,260",BIHAR
,,,,,,~ 5 Lacs+,~ 4 Thou+,BIHAR
417,SUNIL SINGH,IND,0,Graduate,39,"Rs 5,23,551",Rs 0,BIHAR
,,,,,,~ 5 Lacs+,~ ,BIHAR
418,SURAJ SINGH,LJNSP,17,Literate,38,"Rs 15,16,070","Rs 60,024",BIHAR
,,,,,,~ 15 Lacs+,~ 60 Thou+,BIHAR
419,SURBALA KRISHNA,IND,0,Graduate,27,"Rs 5,24,000",Rs 0,BIHAR
,,,,,,~ 5 Lacs+,~ ,BIHAR
420,SURENDRA KUMAR SWATANTRA,SP,0,Graduate,40,"Rs 18,86,067",Rs 0,BIHAR
,,,,,,~ 18 Lacs+,~ ,BIHAR
421,SURENDRA PRASAD,CPI(ML)(L),0,Doctorate,69,"Rs 13,89,934",Rs 0,BIHAR
,,,,,,~ 13 Lacs+,~ ,BIHAR
422,SURENDRA RAM,IND,0,10th Pass,29,"Rs 1,75,000",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
423,SURESH KUMAR AZAD,IND,0,Post Graduate,35,"Rs 1,56,380","Rs 15,000",BIHAR
,,,,,,~ 1 Lacs+,~ 15 Thou+,BIHAR
424,SURESH PRASAD MEHTA,BSP,0,Graduate Professional,41,"Rs 97,57,200",Rs 0,BIHAR
,,,,,,~ 97 Lacs+,~ ,BIHAR
425,SUSHIL KUMAR MODI,BJP,3,Post Graduate,51,"Rs 34,10,312","Rs 9,35,401",BIHAR
,,,,,,~ 34 Lacs+,~ 9 Lacs+,BIHAR
426,SUSHIL KUMAR PASWAN,IND,0,Graduate,31,"Rs 1,67,041",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
427,SUSHIL KUMAR SINGH,JD(U),4,Post Graduate,39,"Rs 1,42,59,836","Rs 3,75,144",BIHAR
,,,,,,~ 1 Crore+,~ 3 Lacs+,BIHAR
428,SUSHMA DEVI,IND,0,Graduate,26,"Rs 4,95,000",Rs 0,BIHAR
,,,,,,~ 4 Lacs+,~ ,BIHAR
429,SYAM SUNDER THAKUR,IND,0,10th Pass,35,Nil,Rs 0,BIHAR
,,,,,,,~ ,BIHAR
430,SYED SAHID RAJA,BSP,0,Not Given,44,"Rs 3,94,197",Rs 0,BIHAR
,,,,,,~ 3 Lacs+,~ ,BIHAR
431,SYED SHAHNAWAZ HUSSAIN,BJP,0,10th Pass,35,"Rs 39,96,000","Rs 6,05,000",BIHAR
,,,,,,~ 39 Lacs+,~ 6 Lacs+,BIHAR
432,TAPSI SINGH,IND,0,10th Pass,56,"Rs 14,05,000",Rs 0,BIHAR
,,,,,,~ 14 Lacs+,~ ,BIHAR
433,TARKESHWAR PRASAD CHAURASIA,Akhil Bharatiya Desh Bhakt Morcha,0,Not Given,44,"Rs 8,15,000","Rs 25,000",BIHAR
,,,,,,~ 8 Lacs+,~ 25 Thou+,BIHAR
434,TASLIMUDDIN,RJD,9,Literate,62,"Rs 55,25,834","Rs 10,12,986",BIHAR
,,,,,,~ 55 Lacs+,~ 10 Lacs+,BIHAR
435,TEJ NARAYAN SINGH,CPI,1,Graduate,59,"Rs 69,154",Rs 0,BIHAR
,,,,,,~ 69 Thou+,~ ,BIHAR
436,TENGAR PASWAN,IND,0,10th Pass,44,"Rs 1,20,000",Rs 0,BIHAR
,,,,,,~ 1 Lacs+,~ ,BIHAR
437,UCHIT NARAIN SINGH,IND,0,8th Pass,52,"Rs 5,000",Rs 0,BIHAR
,,,,,,~ 5 Thou+,~ ,BIHAR
438,UDAY KUMAR SINGH,IND,0,Not Given,43,"Rs 59,00,000",Rs 0,BIHAR
,,,,,,~ 59 Lacs+,~ ,BIHAR
439,UDAY SINGH,BJP,0,12th Pass,44,"Rs 3,06,54,143","Rs 7,31,440",BIHAR
,,,,,,~ 3 Crore+,~ 7 Lacs+,BIHAR
440,UMESH SAHANI,IND,0,Not Given,51,"Rs 3,85,000",Rs 0,BIHAR
,,,,,,~ 3 Lacs+,~ ,BIHAR
441,UPENDAR DAS,AD,0,Illiterate,43,"Rs 3,08,000","Rs 10,000",BIHAR
,,,,,,~ 3 Lacs+,~ 10 Thou+,BIHAR
442,UPENDAR PASWAN,IND,0,8th Pass,38,"Rs 2,03,160",Rs 0,BIHAR
,,,,,,~ 2 Lacs+,~ ,BIHAR
443,UPENDRA CHAUDHARY,IND,0,12th Pass,36,"Rs 6,257",Rs 0,BIHAR
,,,,,,~ 6 Thou+,~ ,BIHAR
444,UPENDRA NATH SAGAR,RLD,0,Graduate,54,"Rs 24,73,333","Rs 50,000",BIHAR
,,,,,,~ 24 Lacs+,~ 50 Thou+,BIHAR
445,UPENDRA PD. SINGH,AD,0,12th Pass,34,"Rs 5,10,730",Rs 0,BIHAR
,,,,,,~ 5 Lacs+,~ ,BIHAR
446,UTTAM CHOUDHARY UNNAT,JD(S),0,Post Graduate,25,"Rs 20,000",Rs 0,BIHAR
,,,,,,~ 20 Thou+,~ ,BIHAR
447,UTTAM LAL DAS,IND,0,Not Given,37,"Rs 2,000","Rs 7,500",BIHAR
,,,,,,~ 2 Thou+,~ 7 Thou+,BIHAR
448,VASHISHTH PASWAN,IND,0,10th Pass,33,"Rs 2,11,200",Rs 0,BIHAR
,,,,,,~ 2 Lacs+,~ ,BIHAR
449,VIDYA NAND VIKAL,CPI(ML)(L),0,Graduate,39,Nil,Rs 0,BIHAR
,,,,,,,~ ,BIHAR
450,VIJAY KRISHNA,RJD,1,Post Graduate,53,"Rs 58,32,524","Rs 27,725",BIHAR
,,,,,,~ 58 Lacs+,~ 27 Thou+,BIHAR
451,VIJAY KUMAR SHUKLA,IND,16,Graduate,36,"Rs 1,38,13,107","Rs 37,94,475",BIHAR
,,,,,,~ 1 Crore+,~ 37 Lacs+,BIHAR
452,VIJAY RAVIDAS,IND,0,Graduate,34,"Rs 79,200",Rs 0,BIHAR
,,,,,,~ 79 Thou+,~ ,BIHAR
453,VIRCHANDRA PASWAN,RJD,0,Post Graduate,41,"Rs 17,97,522","Rs 1,35,728",BIHAR
,,,,,,~ 17 Lacs+,~ 1 Lacs+,BIHAR
454,VIRENDRA PRASAD GUPTA,CPI(ML)(L),7,12th Pass,39,"Rs 13,27,000",Rs 0,BIHAR
,,,,,,~ 13 Lacs+,~ ,BIHAR
455,VIRENDRA SINGH,IND,0,Not Given,Unknown,Nil,Rs 0,BIHAR
,,,,,,,~ ,BIHAR
456,VISHUNDEO RAM,IND,0,8th Pass,49,"Rs 50,75,000",Rs 0,BIHAR
,,,,,,~ 50 Lacs+,~ ,BIHAR
457,VISHWANATH CHAUDAHARY,AD,0,Graduate,31,"Rs 5,83,000",Rs 0,BIHAR
,,,,,,~ 5 Lacs+,~ ,BIHAR
458,VISHWANATH KEJARIWAL,BSP,0,Post Graduate,71,"Rs 70,90,850","Rs 5,529",BIHAR
,,,,,,~ 70 Lacs+,~ 5 Thou+,BIHAR
1,ARVIND JAIN,IND,0,Graduate,43,"Rs 78,84,180",Rs 0,CHANDIGARH
,,,,,,~ 78 Lacs+,~ ,CHANDIGARH
2,BHUPINDER PAL,IND,0,12th Pass,28,"Rs 2,03,000","Rs 89,385",CHANDIGARH
,,,,,,~ 2 Lacs+,~ 89 Thou+,CHANDIGARH
3,DAULAT KULDEEP SINGH,IND,0,Graduate,58,"Rs 80,000",Rs 0,CHANDIGARH
,,,,,,~ 80 Thou+,~ ,CHANDIGARH
4,DHARAM PAUL SHARMA,IND,0,Post Graduate,47,"Rs 28,82,817",Rs 0,CHANDIGARH
,,,,,,~ 28 Lacs+,~ ,CHANDIGARH
5,GHANSHYAM LAL,IND,0,Others,42,"Rs 1,50,76,200",Rs 0,CHANDIGARH
,,,,,,~ 1 Crore+,~ ,CHANDIGARH
6,GURCHARAN SINGH,IND,0,Graduate,72,"Rs 1,08,50,000",Rs 0,CHANDIGARH
,,,,,,~ 1 Crore+,~ ,CHANDIGARH
7,HARMOHAN DHAWAN,INLD,0,Post Graduate,64,"Rs 3,77,45,991",Rs 0,CHANDIGARH
,,,,,,~ 3 Crore+,~ ,CHANDIGARH
8,HEM RAJ,BSP,0,Graduate Professional,45,"Rs 46,50,000","Rs 2,00,000",CHANDIGARH
,,,,,,~ 46 Lacs+,~ 2 Lacs+,CHANDIGARH
9,MOHAMMAD IBRAHIM,AD,0,10th Pass,37,"Rs 1,08,100",Rs 0,CHANDIGARH
,,,,,,~ 1 Lacs+,~ ,CHANDIGARH
10,MUKESH KUMAR,IND,0,10th Pass,35,"Rs 4,33,900","Rs 21,000",CHANDIGARH
,,,,,,~ 4 Lacs+,~ 21 Thou+,CHANDIGARH
11,PAWAN KUMAR BANSAL,INC,0,Graduate Professional,55,"Rs 1,75,50,052",Rs 0,CHANDIGARH
,,,,,,~ 1 Crore+,~ ,CHANDIGARH
12,PUSHPA KUMAR SINGH,IJP,0,Post Graduate,53,"Rs 1,62,756",Rs 0,CHANDIGARH
,,,,,,~ 1 Lacs+,~ ,CHANDIGARH
13,REKHA SHARMA,IND,0,10th Pass,49,"Rs 30,717",Rs 0,CHANDIGARH
,,,,,,~ 30 Thou+,~ ,CHANDIGARH
14,SATYA PAL JAIN,BJP,0,Post Graduate,51,"Rs 2,15,31,861","Rs 4,68,108",CHANDIGARH
,,,,,,~ 2 Crore+,~ 4 Lacs+,CHANDIGARH
15,SURINDER PAL,IND,0,Graduate,34,"Rs 11,91,200","Rs 7,66,700",CHANDIGARH
,,,,,,~ 11 Lacs+,~ 7 Lacs+,CHANDIGARH
16,VINAY KUMAR,BSJM,0,Post Graduate,37,"Rs 3,30,000","Rs 1,25,000",CHANDIGARH
,,,,,,~ 3 Lacs+,~ 1 Lacs+,CHANDIGARH
1,DELKAR MOHANBHAI SANJIBHAI,BNP,0,12th Pass,41,"Rs 2,86,19,160","Rs 12,96,271",DADRA & NAGAR HAVELI
,,,,,,~ 2 Crore+,~ 12 Lacs+,DADRA & NAGAR HAVELI
2,GAVLI SITARAM,INC,0,Graduate,48,"Rs 92,46,142","Rs 1,91,667",DADRA & NAGAR HAVELI
,,,,,,~ 92 Lacs+,~ 1 Lacs+,DADRA & NAGAR HAVELI
3,PATEL ANILBHAI,BJP,0,Graduate,33,"Rs 8,41,000",Rs 0,DADRA & NAGAR HAVELI
,,,,,,~ 8 Lacs+,~ ,DADRA & NAGAR HAVELI
4,PATEL UTTAMBHAI,SHS,6,Graduate Professional,37,"Rs 79,500","Rs 2,85,003",DADRA & NAGAR HAVELI
,,,,,,~ 79 Thou+,~ 2 Lacs+,DADRA & NAGAR HAVELI
1,DHODI DHIRU RANCHHOD,BSP,0,Graduate,28,Rs 500,Rs 0,DAMAN & DIU
,,,,,,~ 5 Hund+,~ ,DAMAN & DIU
2,GOPAL K. TANDEL,BJP,0,Graduate,50,"Rs 2,85,76,268","Rs 39,49,827",DAMAN & DIU
,,,,,,~ 2 Crore+,~ 39 Lacs+,DAMAN & DIU
3,PATEL DAHYABHAI VALLABHBHAI,INC,1,12th Pass,58,"Rs 5,47,87,351","Rs 66,40,008",DAMAN & DIU
,,,,,,~ 5 Crore+,~ 66 Lacs+,DAMAN & DIU
1,ADV. RAMESH SAKHARAM NAIK,IND,0,Graduate Professional,49,"Rs 29,74,500","Rs 4,20,000",GOA
,,,,,,~ 29 Lacs+,~ 4 Lacs+,GOA
2,ALEMAO CHURCHIL BRAZ,INC,1,12th Pass,55,"Rs 86,75,904","Rs 81,72,004",GOA
,,,,,,~ 86 Lacs+,~ 81 Lacs+,GOA
3,ANGLE RAMAKANT SOIRU,BJP,0,Graduate,54,"Rs 6,82,49,462","Rs 1,54,31,905",GOA
,,,,,,~ 6 Crore+,~ 1 Crore+,GOA
4,AUDA VIEGAS,UGDP,2,Post Graduate,58,"Rs 1,22,41,300","Rs 2,18,600",GOA
,,,,,,~ 1 Crore+,~ 2 Lacs+,GOA
5,BHONSLE DHUMA RAJARAM,IND,0,Post Graduate,60,"Rs 16,09,500","Rs 9,780",GOA
,,,,,,~ 16 Lacs+,~ 9 Thou+,GOA
6,CHRISTOPHER OSWALD FONSECA,CPI,1,Post Graduate,50,"Rs 27,60,263","Rs 52,215",GOA
,,,,,,~ 27 Lacs+,~ 52 Thou+,GOA
7,COELHO MIGEL PIEDADE,IND,0,Literate,39,"Rs 3,240",Rs 0,GOA
,,,,,,~ 3 Thou+,~ ,GOA
8,DIAS JAWAHAR EMERCIANO,MAG,0,Post Graduate,48,"Rs 80,33,352",Rs 0,GOA
,,,,,,~ 80 Lacs+,~ ,GOA
9,DSOUZA WILFRED,NCP,0,Graduate Professional,76,"Rs 1,71,53,854","Rs 44,045",GOA
,,,,,,~ 1 Crore+,~ 44 Thou+,GOA
10,FERNANDES EDWIN,IND,0,Graduate Professional,28,"Rs 1,55,500",Rs 0,GOA
,,,,,,~ 1 Lacs+,~ ,GOA
11,PARESH ATMARAM RAIKAR,MAG,0,Graduate,47,"Rs 20,06,000","Rs 9,34,658",GOA
,,,,,,~ 20 Lacs+,~ 9 Lacs+,GOA
12,PRABHU VISHNU GOPAL,SHS,0,10th Pass,49,"Rs 9,29,960","Rs 5,16,000",GOA
,,,,,,~ 9 Lacs+,~ 5 Lacs+,GOA
13,SAMEER ANANT BANDODKAR,SHS,0,Graduate Professional,37,"Rs 18,01,600","Rs 1,20,000",GOA
,,,,,,~ 18 Lacs+,~ 1 Lacs+,GOA
14,SHRIPAD YESSO NAIK,BJP,0,Graduate,50,"Rs 45,37,329","Rs 5,98,785",GOA
,,,,,,~ 45 Lacs+,~ 5 Lacs+,GOA
1,AHIR VIKRAMBHAI,INC,0,Graduate,48,"Rs 48,37,028","Rs 5,74,600",GUJARAT
,,,,,,~ 48 Lacs+,~ 5 Lacs+,GUJARAT
2,BARAD JASUBHAI DHANABHAI,INC,2,Graduate,49,"Rs 1,84,57,408",Rs 0,GUJARAT
,,,,,,~ 1 Crore+,~ ,GUJARAT
3,CHAUDHARY TUSHARBHAI AMARSINHBHAI,INC,0,Graduate Professional,36,"Rs 18,17,815","Rs 4,00,372",GUJARAT
,,,,,,~ 18 Lacs+,~ 4 Lacs+,GUJARAT
4,CHAVDA HARISINHAJI PRATAPSINHAJI,INC,1,10th Pass,73,"Rs 1,76,93,895",Rs 0,GUJARAT
,,,,,,~ 1 Crore+,~ ,GUJARAT
5,DILEEP SANGHANI,BJP,0,Post Graduate,49,"Rs 85,29,967","Rs 18,81,000",GUJARAT
,,,,,,~ 85 Lacs+,~ 18 Lacs+,GUJARAT
6,DINSHA PATEL,INC,0,10th Pass,67,"Rs 57,27,475","Rs 30,83,830",GUJARAT
,,,,,,~ 57 Lacs+,~ 30 Lacs+,GUJARAT
7,DR. KATHIRIA VALLABHBHAI RAMJIBHAI,BJP,0,Graduate Professional,49,"Rs 79,71,781","Rs 1,10,729",GUJARAT
,,,,,,~ 79 Lacs+,~ 1 Lacs+,GUJARAT
8,GADHAVI PUSHPADAN SHAMBHUDAN,BJP,0,Graduate Professional,63,"Rs 97,30,221","Rs 7,19,633",GUJARAT
,,,,,,~ 97 Lacs+,~ 7 Lacs+,GUJARAT
9,HARIN PATHAK,BJP,1,Graduate Professional,56,"Rs 1,02,87,931",Rs 0,GUJARAT
,,,,,,~ 1 Crore+,~ ,GUJARAT
10,JIVABHAI AMBALAL PATEL,INC,0,10th Pass,70,"Rs 3,46,02,412",Rs 0,GUJARAT
,,,,,,~ 3 Crore+,~ ,GUJARAT
11,KANODIA MAHESHKUMAR MITHABHAI,BJP,0,Literate,67,"Rs 1,18,42,032","Rs 8,03,206",GUJARAT
,,,,,,~ 1 Crore+,~ 8 Lacs+,GUJARAT
12,KASHIRAM RANA,BJP,0,Graduate Professional,65,"Rs 76,77,857",Rs 0,GUJARAT
,,,,,,~ 76 Lacs+,~ ,GUJARAT
13,KATARA BABUBHAI KHIMABHAI,BJP,0,Graduate,43,"Rs 7,00,000","Rs 1,09,751",GUJARAT
,,,,,,~ 7 Lacs+,~ 1 Lacs+,GUJARAT
14,KISHANBHAI VESTABHAI PATEL,INC,2,10th Pass,39,"Rs 2,79,461",Rs 0,GUJARAT
,,,,,,~ 2 Lacs+,~ ,GUJARAT
15,L. K. ADVANI,BJP,0,Graduate Professional,76,"Rs 1,30,42,443","Rs 5,54,000",GUJARAT
,,,,,,~ 1 Crore+,~ 5 Lacs+,GUJARAT
16,MADHUSUDAN MISTRY,INC,0,Post Graduate,59,"Rs 18,26,173","Rs 1,25,000",GUJARAT
,,,,,,~ 18 Lacs+,~ 1 Lacs+,GUJARAT
17,NARANBHAI RATHWA,INC,0,Post Graduate,51,"Rs 27,93,000","Rs 2,71,125",GUJARAT
,,,,,,~ 27 Lacs+,~ 2 Lacs+,GUJARAT
18,PATEL HARILAL MADHAVJIBHAI (HARIBHAI PATEL),BJP,0,8th Pass,51,"Rs 70,41,540","Rs 17,38,534",GUJARAT
,,,,,,~ 70 Lacs+,~ 17 Lacs+,GUJARAT
19,RANA RAJENDRASINH GHANASHYAMSINH (RAJUBHAI RANA),BJP,0,Graduate Professional,48,"Rs 23,50,613",Rs 0,GUJARAT
,,,,,,~ 23 Lacs+,~ ,GUJARAT
20,SOLANKI BHARATSINH MADHAVSINH,INC,0,Graduate Professional,50,"Rs 9,96,308",Rs 0,GUJARAT
,,,,,,~ 9 Lacs+,~ ,GUJARAT
21,SOLANKI BHUPENDRASINH PRABHATSINH,BJP,0,Graduate Professional,50,"Rs 27,24,746",Rs 0,GUJARAT
,,,,,,~ 27 Lacs+,~ ,GUJARAT
22,VAGHELA SHANKERSINH LAXMANSINH,INC,0,Post Graduate,64,"Rs 70,04,174",Rs 0,GUJARAT
,,,,,,~ 70 Lacs+,~ ,GUJARAT
23,VARMA RATILAL KALIDAS,BJP,0,Post Graduate,55,"Rs 79,00,277","Rs 38,81,919",GUJARAT
,,,,,,~ 79 Lacs+,~ 38 Lacs+,GUJARAT
24,VASAVA MANSUKHBHAI DHANJIBHAI,BJP,0,Post Graduate,47,"Rs 15,83,619",Rs 0,GUJARAT
,,,,,,~ 15 Lacs+,~ ,GUJARAT
25,VIRJIBHAI THUMMAR,INC,1,Graduate,43,"Rs 1,52,27,334","Rs 87,000",GUJARAT
,,,,,,~ 1 Crore+,~ 87 Thou+,GUJARAT
1,AAJU RAM CHANDRAVANSHI,IND,0,Not Given,65,"Rs 19,42,442","Rs 25,000",CHHATTISGARH
,,,,,,~ 19 Lacs+,~ 25 Thou+,CHHATTISGARH
2,AJIT JOGI,INC,2,Graduate Professional,57,"Rs 88,35,009",Rs 0,CHHATTISGARH
,,,,,,~ 88 Lacs+,~ ,CHHATTISGARH
3,AMRIT TIRKEY,SP,0,Not Given,28,"Rs 50,000",Rs 0,CHHATTISGARH
,,,,,,~ 50 Thou+,~ ,CHHATTISGARH
4,ARJUN SINGH THAKUR,BSP,0,Post Graduate,38,"Rs 29,10,000","Rs 7,20,000",CHHATTISGARH
,,,,,,~ 29 Lacs+,~ 7 Lacs+,CHHATTISGARH
5,ARUN JOSHI,IND,0,Graduate,34,Nil,Rs 0,CHHATTISGARH
,,,,,,,~ ,CHHATTISGARH
6,ASHOK KUMAR RAJPUT,IND,0,Literate,40,"Rs 3,33,000",Rs 0,CHHATTISGARH
,,,,,,~ 3 Lacs+,~ ,CHHATTISGARH
7,AWADHRAM BEHARA,IND,0,Post Graduate,31,"Rs 7,77,000",Rs 0,CHHATTISGARH
,,,,,,~ 7 Lacs+,~ ,CHHATTISGARH
8,BADKURAM DHRUW,IND,0,Literate,25,Nil,Rs 0,CHHATTISGARH
,,,,,,,~ ,CHHATTISGARH
9,BALIRAM KASHYAP,BJP,1,8th Pass,67,"Rs 18,65,382","Rs 1,77,442",CHHATTISGARH
,,,,,,~ 18 Lacs+,~ 1 Lacs+,CHHATTISGARH
10,BALRAM SINGH YADAV ALIAS BALLU BHAIYA,SP,0,Post Graduate,34,"Rs 3,50,000","Rs 34,000",CHHATTISGARH
,,,,,,~ 3 Lacs+,~ 34 Thou+,CHHATTISGARH
11,BALVINDER SINGH,IND,0,Not Given,50,Nil,"Rs 86,714",CHHATTISGARH
,,,,,,,~ 86 Thou+,CHHATTISGARH
12,BHAGWATI PRASAD SHUKLA GURUJI,BPSGKD,0,Not Given,63,"Rs 1,30,000","Rs 5,000",CHHATTISGARH
,,,,,,~ 1 Lacs+,~ 5 Thou+,CHHATTISGARH
13,BHARAT BHUSHAN PANDEY,IND,6,12th Pass,42,"Rs 12,01,254",Rs 0,CHHATTISGARH
,,,,,,~ 12 Lacs+,~ ,CHHATTISGARH
14,BHUPESH BAGHEL,INC,0,Post Graduate,42,"Rs 76,66,901","Rs 3,06,050",CHHATTISGARH
,,,,,,~ 76 Lacs+,~ 3 Lacs+,CHHATTISGARH
15,CHANDRA SHEKHAR DHRUVA (SHEKHAR),IND,2,10th Pass,36,"Rs 1,00,000",Rs 0,CHHATTISGARH
,,,,,,~ 1 Lacs+,~ ,CHHATTISGARH
16,CHOTELAL SUMER,IND,0,Not Given,28,Nil,Rs 0,CHHATTISGARH
,,,,,,,~ ,CHHATTISGARH
